grade,de,en,tr,article
A1,Hin,There,Orada,-
A2,Hinaus,Out,Dışarı,-
A2,Hinein,In,İçinde,-
B1,Hineingelassen,Let in,İçeri gir,-
B1,Hing,Hing,Menteşe,-
B1,Hingefall,fall,düşmek,-
A1,Hingegen,However,Fakat,-
A1,Hinsichtlich,Regarding,İlişkin,-
B1,Hinstellen,Put down,Yere koy,das
A1,Hinten,Rear,Arka,-
A2,Hinter,Behind,Arka,-
B1,Hinteren,rear,arka,-
B1,Hinterher,Afterwards,Daha sonrasında,-
B1,Hinterlassen,Leave behind,Arkada bırak,das
B1,Hinterlässen,leaving behind,geride bırakmak,-
B1,Hinunter,Down,Aşağı,-
B1,Hinunterstürzt,Falling down,Düşmek,-
A2,Hinweis,Notice,Fark etme,der
B1,Hinweisen,Notes,Notlar,das
B1,Historisch,Historical,Tarihsel,-
B1,Hit,hit,vurmak,der
B1,Hitzen,Heat,Sıcaklık,-
A1,Hobby,hobby,Hobi,das
A1,Hoch,High,Yüksek,das
B1,Hochgelad,Uploaded,Yüklendi,-
B1,Hochlad,Upload,Yüklemek,-
B1,Hochschule,college,üniversite,die
A1,Hochzeit,wedding,düğün,die
B1,Hochzeitstermin,wedding date,düğün tarihi,-
B1,Hof,yard,bahçe,der
A2,Hoffen,Hope,Umut,das
A2,Hoffentlich,Hopefully,Umutla,-
B1,Hoffnung,Hope,Umut,die
B1,Hol,Hol,Merhaba,-
A1,Hole,Hole,Delik,das
A1,Holen,Fetch,Gidip getirmek,das
B1,Holz,Wood,Odun,das
B1,Holzfußbod,Wooden floor,Ahşap zemin,-
A2,Homepag,Homepage,Ana sayfa,-
B1,Honig,Honey,Bal,der
A2,Hos,Hos,Hos,-
A2,Hosen,Pants,Pantolon,-
A1,Hotel,hotel,otel,das
B1,Hotelbar,Hotel bar,Otel barı,die
B1,Huhn,Chicken,Tavuk,das
B1,Humor,humor,mizah,der
A1,Hund,dog,köpek,der
A2,Hunden,dogs,köpekler,-
A1,Hundert,Hundred,Yüz,die
A1,Hunderteins,Hundred and one,Yüzbir,-
A1,Hunger,hunger,aç,der
A2,Hungrig,Hungry,Aç,-
B1,Hupen,Honk,Korna,das
B1,Hupt,Honk,Korna,-
B1,Hust,Cough,Öksürük,-
A2,Husten,Cough,Öksürük,der
A2,Hut,hat,şapka,der
A1,Hähnchen,chicken,Tavuk,das
A1,Hälfte,half,yarım,die
B1,Händler,Dealer,Satıcı,der
B1,Händlerin,Trader,Tüccar,die
A2,Hängen,Hang,Asmak,das
A2,Hässlich,Ugly,Çirkin,-
A1,Häufig,Frequently,Sıklıkla,Adjektiv
B1,Höchstens,At most,En fazla,-
B1,Höflich,Polite,Kibar,-
B1,Höhe,Height,Yükseklik,die
A1,Hör,Listen,Dinlemek,-
A1,Hören,Hear,Duymak,das
B1,Hörer,listener,dinleyici,der
B1,Hörerin,listener,dinleyici,die
B1,Hörerinne,listener,dinleyici,-
B1,Hörlgas,Hörlgas,Hörlgalar,-
B1,Hörst,Listen,Dinlemek,-
B1,Hüb,Pretty,Tatlı,-
A2,Hübsch,Pretty,Tatlı,-
B1,Hügel,hill,tepe,der
B1,Hügelig,Hilly,Tepelik,-
B1,Hühnchen,chicken,tavuk,das
B1,Hütte,hut,kulübe,die
A2,Ibrahim,Ibrahim,İbrahim,-
A1,Ich,I,BEN,das
B1,Ichholenochgeldvomgeldautomat,I still get money from the ATM,Hala ATM'den para alıyorum,-
A2,Idee,idea,fikir,die
A1,Ihm,Him,O,-
A1,Ihn,Him,O,-
A1,Ihnen,Them,Onlara,-
A1,Ihr,Her,O,-
B1,Illegal,Illegal,Yasadışı,-
A1,Illustrieren,Illustrate,Gözünde canlandırmak,Verb
B1,Imbiss,snack,atıştırmalık,der
A1,Immer,Always,Her zaman,-
B1,Impfen,Vaccinate,Aşıla,das
B1,Impfung,Vaccination,Aşılama,die
B1,Import,import,içe aktarmak,der
A2,Impressum,imprint,damga,das
A1,In,In,İçinde,-
B1,Ina,Ina,Ina,-
B1,Indem,By,İle,-
B1,Individuell,Individually,Bireysel olarak,-
B1,Industrie,industry,endüstri,die
B1,Infektion,infection,enfeksiyon,die
A1,Information,information,bilgi,die
A2,Informieren,Inform,Bilgi vermek,das
A2,Infotafel,Information board,Bilgi panosu,-
B1,Infrage,Question,Soru,-
B1,Ingenieur,engineer,mühendis,der
A1,Inhalt,content,içerik,der
B1,Inhaltspunken,content points,içerik noktaları,-
B1,Inklusive,Including,İçermek,-
B1,Inland,inland,iç kesimde,das
B1,Inn,Inn,Han,der
B1,Innen,Inside,İçeri,-
B1,Innenstadt,Downtown,Şehir merkezi,die
B1,Innerer,Inner,İç,-
A1,Innerhalb,Within,İçinde,-
B1,Insekt,insect,böcek,das
A2,Insel,Island,Ada,die
B1,Inserat,Advertisement,Reklamcılık,das
B1,Insgesamt,In total,Toplamda,-
B1,Installieren,Install,Düzenlemek,das
A1,Institut,Institute,Enstitü,das
A2,Instrument,instrument,enstrüman,das
B1,Integration,integration,entegrasyon,die
B1,Integrieren,Integrate,Entegrasyon,Verb
A2,Intelligent,Intelligent,Zeki,-
B1,Intelligenz,intelligence,istihbarat,die
B1,Intelligenztest,Intelligence test,Zeka testi,-
B1,Intensiv,Intensive,Yoğun,-
B1,Intensivkurs,Intensive course,Yoğun kurs,der
A2,Interessanen,Interesting people,İlginç insanlar,-
A2,Interessant,Interesting,İlginç,-
A1,Interesse,interest,ilgi,das
A1,Interessent,interested party,ilgili taraf,der
A2,Interessi,Interest,Faiz,-
A2,Interessieren,Interested,İlgili,das
A1,Interessiert,Interested,İlgili,Adjektiv
A2,Interesssent,interested party,ilgili taraf,-
B1,Interkulturell,Intercultural,Kültürlerarası,-
B1,Interkulturelles,Intercultural,Kültürlerarası,-
A1,Intermediär,Intermediate,Orta seviye,Adjektiv
A1,International,International,Uluslararası,Adjektiv
B1,Internetforum,Internet forum,İnternet forumu,-
B1,Internetnutzer,Internet users,İnternet kullanıcıları,der
A2,Interview,interview,röportaj,das
A2,Intranen,Intranes,intraneler,-
A1,Inventar,inventory,envanter,das
B1,Inzwischen,In the meantime,Bu arada,-
B1,Irgendein,Any,Herhangi,-
B1,Irgendirgendein,Any,Herhangi,-
B1,Irgendwann,Sometime,Bazen,-
B1,Irren,Err,Hata,das
B1,Irrst,Mistaken,hatalı,-
B1,Iss,Eat,Yemek yemek,-
A2,Issen,Eat,Yemek yemek,-
A1,Italien,Italy,İtalya,das
A2,Italienerin,Italian,İtalyan,die
B1,Itäe,Itäe,itae,-
A2,Ißt,Eats,Yiyor,-
A1,Ja,Yes,Evet,das
A1,Jacke,jacket,ceket,die
A1,Jahr,year,yıl,das
A1,Jahreszeit,season,sezon,die
B1,Jahreszeiten,Seasons,Mevsimler,-
B1,Jahrhundert,century,yüzyıl,das
B1,Jahrtausend,millennium,milenyum,das
B1,Jahrzehnt,decade,on yıl,das
A2,Jakob,Jacob,Yakup,-
A1,Januar,January,Ocak,der
A1,Japan,Japan,Japonya,das
A1,Japaner,Japanese,Japonca,der
B1,Jause,Snack,Atıştırmalık,die
B1,Jazz,jazz,caz,der
B1,Jdn,sb,sb,-
B1,Je,Je,Je,-
A1,Jed,Jed,Jed,-
A1,Jeder,Everyone,Herkes,-
B1,Jederzeit,Anytime,Her zaman,-
A2,Jedoch,However,Fakat,-
B1,Jemals,Ever,Durmadan,-
A2,Jemand,Someone,Birisi,-
A1,Jetzt,Now,Şimdi,das
A2,Jeweilig,Each,Her biri,-
B1,Jeweils,Respectively,Sırasıyla,-
A1,Job,job,iş,der
B1,Jobben,Jobbing,İş yapma,das
B1,Jobbt,Jobbt,işbt,-
A2,Jogge,Jog,Koşu,-
A2,Joggen,Jog,Koşu,das
A2,Joggt,Jogs,Koşular,-
A2,Johannes,John,John,-
B1,Jona,Jonah,Yunus,-
A2,José,Jose,Jose,-
A2,Journalist,journalist,gazeteci,der
A2,Journalistin,journalist,gazeteci,die
A2,Jugend,youth,gençlik,die
A2,Jugendherberge,youth hostel,gençlik yurdu,die
A1,Jugendlich,youth,Gençlik,Adjektiv
,Jugendliche,teenagers,gençler,die
A2,Jugendprüfung,Youth test,Gençlik testi,-
A1,Juli,July,Temmuz,der
A2,Julia,Julia,Julia,-
A1,Jung,boy,oğlan,Adjektiv
A1,Junge,boy,oğlan,der
A1,Juni,June,Haziran,der
B1,Jährlich,Yearly,Yıllık,-
B1,Jänner,January,Ocak,der
B1,Jüngst,Recently,Son zamanlarda,-
B1,Kabel,Cable,Kablo,das
B1,Kaffeehaus,Coffeehouse,Kahvehane,das
B1,Kaffeemaschine,Coffee machine,Kahve makinesi,die
B1,Kaiser,Emperor,İmparator,der
A2,Kalend,Calendar,Takvim,-
,Kali,Kali,Kali,das
A1,Kalt,Cold,Soğuk,Adjektiv
B1,Kampf,Battle,Savaş,der
B1,Kandidat,candidate,aday,der
A1,Kannbeschreibung,Can description,Açıklama yapabilir,-
A2,Kanne,pot,saksı,die
A1,Kannst,Can,Olabilmek,-
A1,Kantonalen,cantonal,kantona ait,-
B1,Kapitel,Chapter,Bölüm,das
,Kaput,Broken,Kırık,der
A1,Kaputt,Broken,Kırık,Adjektiv
B1,Kaputte,Broken ones,Kırık olanlar,-
B1,Kaputtgegange,Broken,Kırık,-
B1,Kaputtgeh,Broken,Kırık,-
B1,Kaputtgemachen,Broken,Kırık,-
B1,Kaputtmach,Break it,Kır onu,-
B1,Karl,Charles,Charles,-
B1,Karls,Charles,Charles,-
A2,Karneval,carnival,karnaval,der
B1,Karott,Carrot,Havuç,-
B1,Karotte,carrot,havuç,die
B1,Karriere,career,kariyer,die
B1,Kartenbüro,Ticket office,Bilet ofisi,-
A2,Kartenspallen,Card spalls,Kart parçaları,-
A1,Kartoffel,potato,patates,die
A1,Kasse,cash register,yazar kasa,die
B1,Kassette,cassette,kaset,die
B1,Kast,Cast,Döküm,-
B1,Katastrophe,disaster,felaket,die
A1,Kategorie,category,kategori,die
A1,Katharina,Catherine,Catherine,-
A2,Katze,Cat,Kedi,die
B1,Kauf,purchase,satın almak,der
A1,Kaufen,Buy,Satın almak,das
A2,Kauffrau,Merchant,Tüccar,die
A1,Kaufhaus,Department store,Büyük mağaza,das
B1,Kaufhäus,department store,büyük mağaza,-
A2,Kaufmann,Merchant,Tüccar,der
A1,Kaufst,Buy,Satın almak,-
B1,Kaugummi,chewing gum,sakız,der
B1,Kaum,Barely,Neredeyse,-
A1,Kein,No,HAYIR,-
B1,Keins,,Hiçbiri,-
A2,Keller,cellar,kiler,der
A2,Kellner,Waiter,Garson,der
A2,Kellnerin,waitress,Garson,die
A1,Kennen,Know,Bilmek,das
A1,Kennenlernen,Get to know,Tanımak,das
A1,Kennst,Know,Bilmek,-
A2,Kenntnis,knowledge,bilgi,die
B1,Kennzeichen,mark,işaret,das
A2,Kennzeichn,Marking,İşaretleme,-
A2,Kennzeichnung,Labeling,Etiketleme,die
B1,Kerz,candle,mum,-
B1,Ketchup,ketchup,ketçap,der
B1,Ketschup,ketchup,ketçap,der
A2,Kette,Chain,Zincir,die
A2,Kettezum,Chainto,Chainto,-
B1,Kfz,motor vehicle,motorlu araç,das
A1,Kg,kg,kilogram,-
B1,Killer,killer,katil,der
B1,Killerin,Killer,Katil,-
A2,Kilogramm,kilogram,kilogram,das
A1,Kilometer,kilometre,kilometre,der
A1,Kind,child,çocuk,das
A1,Kinderbetreuung,childcare,çocuk bakımı,die
A1,Kinderbett,a cot,karyola,das
B1,Kindererziehung,Raising children,Çocuk yetiştirmek,die
A1,Kindergarten,kindergarten,Anaokulu,der
B1,Kindertagesstätn,daycare center,kreş,-
B1,Kindheit,childhood,çocukluk,die
A1,Kino,cinema,sinema,das
B1,Kinokaren,Kinokaren,Kinokaren,-
A2,Kinoprogramm,Cinema program,Sinema programı,das
A2,Kirche,Church,Kilise,die
B1,Kissen,Pillow,Yastık,das
B1,Kist,Box,Kutu,-
B1,Klagen,Complaints,Şikayetler,das
A2,Klappe,flap,kanat,die
A1,Klar,Clear,Temizlemek,das
B1,Klara,Clara,Clara,-
A1,Klasse,class,sınıf,die
B1,Klassenarbeit,Class work,Sınıf çalışması,die
A2,Klassenfahren,Class trip,Sınıf gezisi,-
A2,Klassenparty,Class party,Sınıf partisi,die
A1,Klassenzimmer,classroom,sınıf,das
A1,Klaus,Klaus,Klaus'un,-
A2,Klavier,Piano,Piyano,das
B1,Klebe,Glue,Zamk,die
B1,Kleben,Stick,Sopa,das
B1,Klei,Klei,Klei,der
A2,Kleid,Dress,Elbise,das
A1,Kleidung,clothing,giyim,die
A1,Klein,Small,Küçük,Adjektiv
B1,Kleingeld,Small change,Küçük değişiklik,das
A2,Klett,Velcro,Velcro,-
B1,Klettern,Climb,Tırmanmak,das
B1,Klick,Click,Tıklamak,der
B1,Klicken,Click,Tıklamak,Verb
B1,Klickst,click,tıklamak,-
A1,Klima,climate,iklim,das
B1,Klimaanlage,Air conditioning,Klima,die
B1,Klingel,bell,zil,die
B1,Klingeln,Ring,Yüzük,das
B1,Klingen,Sound,Ses,das
B1,Klopfen,Knock,Vuruş,das
B1,Kloß,Dumpling,Mantı,der
A2,Klub,club,kulüp,-
A2,Klug,Smart,Akıllı,-
B1,Kluger,Smarter,Daha akıllı,-
B1,Klären,Clear up,Temizle,das
B1,Klöße,Dumplings,köfte,-
B1,Knapp,Meager,Yetersiz,-
B1,Kneipe,Bar,Çubuk,die
B1,Knie,Knee,Diz,das
B1,Knoblauch,Garlic,Sarımsak,der
B1,Knochen,Bone,Kemik,der
B1,Knopf,Button,Düğme,der
B1,Knopfdruck,Press a button,Bir düğmeye basın,-
B1,Knödel,dumplings,köfte,der
B1,Ko,Ko,ko,-
A2,Koch,Cook,Aşçı,der
A1,Kochen,Cook,Aşçı,das
B1,Kochend,Boiling,Kaynama,-
B1,Kochte,Cooked,Pişmiş,-
A1,Koffer,suitcase,bavul,der
A1,Kollege,The colleague,Meslektaş,der
B1,Kollwitzstraße,Kollwitzstrasse,Kollwitzstrasse,-
B1,Kom,Com,İletişim,-
B1,Komiker,comedian,komedyen,der
A2,Komisch,Funny,Eğlenceli,-
A1,Kommen,coming,gelen,das
B1,Kommentar,comment,Yorum,der
A1,Kommunikation,communication,iletişim,die
A1,Kommunikativ,Communicative,İletişimsel,Adjektiv
A1,Kompetenzskala,Competence scale,Yetkinlik ölçeği,-
B1,Komplett,Completely,Tamamen,-
B1,Kompliziert,Complicated,Karmaşık,-
B1,Kompromiss,compromise,anlaşmak,der
A1,Konferenz,conference,konferans,die
B1,Konfitüre,jam,reçel,die
B1,Konflikt,conflict,anlaşmazlık,der
B1,Konkurrenz,competition,yarışma,die
A2,Konne,Konne,Konne,-
B1,Konservativ,Conservative,Tutucu,-
B1,Konsulat,consulate,konsolosluk,das
B1,Konsum,consumption,tüketim,der
B1,Konsumieren,Consume,Tüketmek,das
A2,Kontakt,contact,temas etmek,der
A2,Kontaktdat,Contact details,İletişim bilgileri,-
B1,Kontinenen,Continents,Kıtalar,-
B1,Kontinent,continent,kıta,der
A1,Konto,account,hesap,das
B1,Kontonummer,Account number,Hesap numarası,die
B1,Kontrolle,control,kontrol,die
A2,Kontrollieren,Control,Kontrol,das
B1,Konzent,Concentrate,Konsantre,-
B1,Konzentrieren,Focus,Odak,das
A2,Konzer,Concern,Kaygı,-
B1,Konzeren,Corporations,Şirketler,-
A1,Kopf,head,kafa,der
B1,Kopfkissen,pillow,yastık,das
A2,Kopfschmerz,Headache,Baş ağrısı,der
B1,Kopi,Copy,Kopyala,-
B1,Kopie,copy,kopyala,die
B1,Kopieren,Copy,Kopyala,das
B1,Kopierer,copier,fotokopi makinesi,der
B1,Korrekt,Correctly,doğru,-
B1,Korridor,corridor,koridor,der
B1,Korrigieren,Correct,Doğru,das
A2,Kosmetik,Cosmetics,Kozmetik,die
A1,Kosten,costs,maliyetler,die
A2,Kostenlos,For free,Ücretsiz,-
B1,Kraft,Power,Güç,die
B1,Kraftfahrzeug,motor vehicle,motorlu araç,das
B1,Kraftwerk,power plant,enerji santrali,das
A1,Krank,sick,hasta,Adjektiv
B1,Kranken,sick,hasta,das
A2,Krankenhaus,hospital,hastane,das
A2,Krankenkasse,Health insurance,Sağlık sigortası,die
A2,Krankenpfleger,Nurse,Hemşire,der
A2,Krankenschwesledig,Nursing care,Hemşirelik bakımı,-
A2,Krankenschwester,Nurse,Hemşire,die
B1,Krankenwag,Ambulance,Ambulans,-
A2,Krankheit,Illness,Hastalık,die
,Kranz,wreath,çelenk,der
B1,Kreativ,Creative,Yaratıcı,-
A1,Kredit,credit,kredi,der
A2,Kreditkarn,Credit carn,Kredi kartı,-
B1,Kreis,Circle,Daire,der
A1,Kreuz,cross,haç,das
B1,Kreuze,Crosses,Haçlar,-
B1,Kreuzt,Crosses,Haçlar,-
A2,Kreuzung,Crossing,Geçiş,die
A1,Krieg,war,savaş,der
A1,Kriegen,Get,Elde etmek,das
A2,Krimi,Crime,Suç,der
B1,Kriminal,Criminal,Suçlu,das
B1,Kriminalpolizei,Criminal Investigation Department,Kriminal Soruşturma Dairesi,die
B1,Krippe,crib,beşik,die
B1,Krise,crisis,kriz,die
B1,Kritik,criticism,eleştiri,die
B1,Kritisch,Critical,Kritik,-
B1,Kritisier,Criticize,Eleştir,-
B1,Kritisieren,Criticize,Eleştir,das
B1,Krokodil,crocodile,timsah,das
B1,Kräftig,Strong,Güçlü,-
A1,Kuchen,cake,kek,der
A1,Kugelschreiber,ballpoint pen,Tükenmez kalem,der
B1,Kuh,Cow,İnek,die
B1,Kuli,Coolie,Hamal,der
A2,Kultur,culture,kültür,die
A1,Kulturell,Cultural,Kültürel,Adjektiv
A1,Kultusminister,Minister of Education,Eğitim Bakanı,-
A1,Kunde,customer,müşteri,der
A2,Kunst,Art,Sanat,die
A2,Kunstmuseum,Art Museum,Sanat Müzesi,das
B1,Kunststoff,plastic,plastik,der
B1,Kuppler,matchmaker,çöpçatan,der
,Kurs,Course,Kurs,der
A2,Kursbuch,Course book,Ders kitabı,das
B1,Kurses,course,kurs,-
B1,Kursgruppe,Course group,Kurs grubu,-
B1,Kursleiter,Instructor,Eğitmen,der
B1,Kursleiterin,Course leader,Kurs lideri,die
A1,Kurstag,course day,kurs günü,der
B1,Kurve,curve,eğri,die
A1,Kurz,Short,Kısa,Adjektiv
B1,Kuss,kiss,öpücük,der
B1,Kälen,Kälen,Kalen,-
B1,Kämpfen,Battle,Savaş,das
B1,Kännch,jug,sürahi,-
A1,Käse,Cheese,Peynir,der
A2,Käsebrötchen,Cheese sandwiches,Peynirli sandviçler,das
B1,Käufer,Buyer,Alıcı,der
B1,Käuferin,buyer,alıcı,die
A2,Köchin,cook,aşçı,die
A2,König,king,kral,der
A1,Können,Can,Olabilmek,das
B1,Könntest,Could,Olabilir,-
A2,Körper,Body,Vücut,der
B1,Körperlich,Physically,Fiziksel olarak,-
A1,Küche,kitchen,mutfak,die
B1,Küchenmaschinen,food processors,gıda işlemcileri,-
A2,Kühl,Cool,Serin,-
A1,Kühlschrank,Refrigerator,Buzdolabı,der
B1,Kümmer,Career,Kariyer,-
A1,Kümmern,Take care,Dikkatli ol,das
A2,Kündigen,Quit,Çıkış yapmak,das
B1,Kündigung,Termination,Fesih,die
A2,Künstler,artist,sanatçı,der
A2,Künstlerin,artist,sanatçı,die
B1,Künstlerinn,artist,sanatçı,-
B1,Künstlich,Artificially,Yapay olarak,-
A2,Kürzeste,Shortest,En kısa,-
B1,Kürzlich,Recently,Son zamanlarda,-
B1,Küssen,Kiss,Öpücük,das
B1,Küsste,Kissed,Öptüm,-
B1,Küste,coast,sahil,die
A2,Lach,Laugh,Gülmek,-
A1,Lachen,laugh,gülmek,das
B1,Lachs,Salmon,Somon,der
B1,Lade,Load,Yük,die
A1,Laden,store,mağaza,der
B1,Lag,Lay,Sermek,der
B1,Lage,Position,Konum,die
A2,Lampe,lamp,lamba,die
A1,Land,country,ülke,das
B1,Landen,Land,Kara,das
A2,Landschaft,Landscape,Manzara,die
B1,Landstraße,country road,köy yolu,-
B1,Landung,landing,iniş,die
B1,Landwirtschaft,agriculture,tarım,die
A1,Lang,long,uzun,Adjektiv
B1,Langeweile,boredom,can sıkıntısı,die
A1,Langsam,Slow,Yavaş,Adjektiv
A1,Language,Language,Dil,-
B1,Langweil,Boring,Sıkıcı,-
A2,Langweilig,Boring,Sıkıcı,-
B1,Langweilst,Boring,Sıkıcı,-
B1,Langweilt,Bored,Sıkılmış,-
B1,Langzeitstudierend,Long-term student,Uzun dönemli öğrenci,-
A2,Laptop,laptop,dizüstü bilgisayar,der
A2,Lass,Let,İzin vermek,-
A1,Lassen,let in,bırak girsin,das
A2,Lassmich,Let me,Bana izin ver,-
B1,Last,load,yük,die
B1,Laster,Vice,Yardımcısı,das
A1,Lastkraftwag,truck,kamyon,-
A2,Latein,Latin,Latince,das
,Lauf,Run,Koşmak,der
A1,Laufen,Run,Koşmak,Verb
B1,Laufwerk,drive,sürmek,das
B1,Laune,Mood,Mod,die
A1,Laut,sound,ses,der
B1,Lautsprech,Loudspeaker,Hoparlör,-
A1,Leben,life,hayat,das
B1,Lebenslauf,CV,Özgeçmiş,der
A1,Lebensmittel,food,yemek,das
B1,Lebensmittelpreise,Food prices,Gıda fiyatları,-
B1,Lecker,Yummy,Lezzetli,der
B1,Leckerer,Delicious,Lezzetli,-
B1,Leckern,Tasty,Lezzetli,-
B1,Leder,leather,deri,das
A1,Ledig,Single,Bekar,Adjektiv
A2,Leer,Empty,Boş,-
,Leere,Emptiness,Boşluk,die
B1,Leeren,Empty,Boş,Verb
A1,Leg,Leg,Bacak,-
A1,Legen,Place,Yer,das
A2,Legst,Lay,Sermek,-
B1,Lehnen,Lean,Eğilmek,das
B1,Lehre,Teach,Öğretmek,die
A1,Lehren,to teach,öğretmek,das
A1,Lehrer,teacher,öğretmen,der
B1,Lehrling,apprentice,çırak,der
B1,Lehrstellen,Apprenticeships,Çıraklık,-
,Leiche,Corpse,Ceset,die
A1,Leicht,Light,Işık,Adjektiv
A1,Leid,pain,acı,das
B1,Leiden,Suffer,Acı çekmek,das
A1,Leider,Unfortunately,Maalesef,-
A2,Leidgetan,Sorry,Üzgünüm,-
A2,Leidtun,To hurt,İncitmek,Verb
A2,Leih,Rent,Kira,-
,Leis,Quiet,Sessizlik,der
A1,Leise,Quiet,Sessizlik,Adjektiv
B1,Leisten,Afford,Parası yetmek,der
B1,Leistung,Performance,Performans,die
B1,Leiten,Lead,Yol göstermek,das
B1,Leiter,Director,Müdür,die
B1,Leiterin,Head,KAFA,die
,Leitton,Leading tone,Lider ton,der
B1,Leitung,Line,Astar,die
A1,Lektüre,reading,okuma,die
A2,Lerne,Learn,Öğrenmek,-
A1,Lernen,learning,öğrenme,das
B1,Lernerin,learner,öğrenci,-
B1,Les,Les,Les,-
A1,Lesen,To read,Okumak,das
B1,Leser,reader,okuyucu,der
B1,Leserbraufen,Reader brow,Okuyucu kaşı,-
B1,Leserin,reader,okuyucu,die
B1,Leserinnen,readers,okuyucular,-
A1,Lesetext,Reading text,Metin okuma,-
A1,Letzen,Last,Son,Verb
,Letzt,Last,Son,die
A1,Leute,people,insanlar,die
B1,Lexika,Lexicons,Sözlükler,-
A1,Lexikalisch,Lexical,Sözcüksel,Adjektiv
B1,Lexikografisch,Lexicographic,Sözlükbilimsel,-
B1,Lexikon,Lexicon,Sözlük,das
A2,Lh,Lh,Sol,-
A2,Lichen,Lichen,Liken,der
A1,Licht,light,ışık,das
A2,Lichtschalter,Light switch,Işık anahtarı,der
B1,Lieb,Dear,Canım,das
A1,Lieben,Love,Aşk,das
A1,Liebling,a darling,bir sevgilim,der
A2,Lieblingsband,Favorite band,Favori grup,die
A2,Lieblingsesse,Favorite food,Favori yemek,-
A2,Lieblingsfach,Favorite subject,Favori konu,das
A2,Lieblingsfarbe,Favorite color,Favori renk,die
A1,Lieblingsfilm,a favorite film,favori bir film,-
A2,Lieblingsgemüse,Favorite vegetables,Favori sebzeler,-
A2,Lieblingsgericht,Favorite dish,Favori yemek,das
A2,Lieblingsmannschaft,Favorite team,Favori takım,-
A2,Lieblingssänger,Favorite singer,Favori şarkıcı,der
A2,Lieblingstier,Favorite animal,Favori hayvan,-
A2,Liebsn,dear,Sayın,-
A1,Lied,song,şarkı,das
A2,Liefern,Delivery,Teslimat,das
B1,Lieferung,Delivery,Teslimat,die
A1,Liegen,Lay,Sermek,das
A1,Liegend,Lying down,Uzanmak,-
B1,Lieh,Loan,Borç,-
B1,Lift,lift,kaldırmak,der
A2,Lila,Purple,Mor,das
B1,Limonade,lemonade,limonata,die
A2,Linie,line,astar,die
A2,Link,link,bağlantı,der
A1,Linker,Leftist,Solcu,Adjektiv
A1,Links,Left,Sol,-
B1,Lippe,lip,dudak,die
A1,Liter,liters,litre,der
A1,Literatur,literature,Edebiyat,die
B1,Live,Live,Canlı,der
B1,Lkws,Trucks,Kamyonlar,-
B1,Loben,Praise,Övmek,das
B1,Loch,Hole,Delik,das
B1,Locker,Loose,Gevşetmek,-
B1,Log,log,kayıt,das
B1,Logisch,Logical,Mantıksal,-
B1,Lohn,Salary,Maaş,der
B1,Lohnen,Worth it,buna değer,das
B1,Lohnerhöhung,Wage increase,Ücret artışı,die
A1,Lokal,local,bölge,das
A2,London,London,Londra,-
A2,Los,Go,Gitmek,das
B1,Losfahren,Drive off,Arabayı kullan,Verb
B1,Losgefahren,Driven off,Sürüldü,-
B1,Lotto,lotto,loto,das
B1,Luft,Air,Hava,die
A2,Luis,Luis,Louis,-
B1,Lung,Lungs,Akciğerler,-
A2,Lust,Desire,Arzu,die
,Luster,Chandelier,Avize,der
A1,Lustig,Funny,Eğlenceli,Adjektiv
A2,Luxemburg,Luxembourg,Lüksemburg,-
A2,Luxemburgerin,Luxembourger,Lüksemburglu,-
A2,Luxemburgisch,Luxembourgish,Lüksemburgca,-
B1,Lächelen,Smile,Gülümsemek,-
B1,Lächeln,Smile,Gülümsemek,das
A1,Ländernamen,country names,ülke isimleri,-
B1,Länge,length,uzunluk,die
B1,Längst,Long ago,Uzun zaman önce,-
B1,Lärm,Noise,Gürültü,der
A2,Lässt,Lets,Haydi,-
A2,Läufst,Running,Koşma,-
A2,Löffel,Spoon,Kaşık,der
B1,Löschen,Delete,Silmek,das
B1,Lösen,Solve,Çözmek,das
A1,Lösung,Solution,Çözüm,die
B1,Löwe,Lion,Aslan,der
A2,Lügen,Lie,Yalan,das
A1,Machen,Make,Yapmak,das
B1,Magazin,magazine,dergi,das
A2,Magen,stomach,karın,der
A2,Magenschmerz,Stomach pain,Mide ağrısı,der
B1,Mager,Lean,Eğilmek,-
B1,Mageres,Lean,Eğilmek,-
A1,Magst,Like,Beğenmek,-
A1,Mahlzeit,meal,yemek,die
B1,Mahnung,Reminder,Hatırlatma,die
A1,Mai,May,Mayıs,der
A1,Mail,Mail,Posta,die
A2,Mailbox,Mailbox,Posta kutusu,die
B1,Maile,Maile,Posta,-
B1,Mailen,Email,E-posta,das
A1,Main,Main,Ana,der
A1,Mal,that time,o zaman,das
A2,Malen,Paint,Boyamak,das
A2,Maler,painter,ressam,der
B1,Malerin,painter,ressam,die
A2,Malt,Malt,Malt,-
A2,Mama,mama,anne,die
B1,Manager,manager,müdür,der
B1,Managerin,Manager,Müdür,die
A2,Mancher,Some,Bazı,-
A2,Manchmal,Sometimes,Bazen,-
B1,Mangel,Shortage,Kıtlık,der
B1,Mangelhaft,Deficient,Eksik,-
A1,Mann,man,adam,der
,Mannloch,manhole,kanalizasyon,das
A2,Mannschaft,team,takım,die
A2,Mantel,Coat,Kaban,der
B1,Mappe,folder,dosya,die
B1,Margarine,margarine,margarin,die
B1,Marille,apricot,kayısı,die
B1,Marillen,Apricots,Kayısı,-
A2,Marke,brand,marka,die
